customer_id,recency_rfm,frequency,monetary,cluster,customer_age,total_purchases,total_spending,average_order_value,total_quantity,total_returns,recency_churn,churn,return_rate,churn_probability,churn_risk
47,336,3,10807,0,43,3,10807,3602.333333333333,8,1.0,336,0,0.3333333333333333,0.4961927510699332,Medium Risk
48,457,5,17172,0,43,5,17172,3434.4,15,2.0,457,1,0.4,0.4865702991265668,Medium Risk
49,632,4,8325,0,19,4,8325,2081.25,11,2.0,632,0,0.5,0.4812533341485155,Medium Risk
50,21,5,15669,1,25,5,15669,3133.8,13,2.0,21,0,0.4,0.5016016760567767,Medium Risk
51,341,4,10480,0,27,4,10480,2620.0,10,3.0,341,1,0.75,0.4959406604788121,Medium Risk
52,449,2,5280,0,24,2,5280,2640.0,7,0.0,449,0,0.0,0.4813986006700453,Medium Risk
53,300,2,4833,0,37,2,4833,2416.5,8,0.0,300,0,0.0,0.4682708090950872,Medium Risk
54,253,5,17813,1,40,5,17813,3562.6,15,2.0,253,0,0.4,0.4841058450082796,Medium Risk
55,127,5,12581,0,47,5,12581,2516.2,11,1.0,127,0,0.2,0.4895908850500233,Medium Risk
56,136,8,20131,1,42,8,20131,2516.375,23,3.0,136,0,0.375,0.4968289304394975,Medium Risk
57,508,3,6606,0,23,3,6606,2202.0,8,1.0,508,0,0.3333333333333333,0.4832054947154464,Medium Risk
58,677,5,10212,0,24,5,10212,2042.4,15,5.0,677,0,1.0,0.4501008264211112,Medium Risk
59,28,6,16868,1,34,6,16868,2811.333333333333,16,1.0,28,0,0.1666666666666666,0.4792277151534643,Medium Risk
60,106,5,17465,1,37,5,17465,3493.0,10,3.0,106,0,0.6,0.4965945470522146,Medium Risk
61,370,6,15414,1,60,6,15414,2569.0,19,3.0,370,0,0.5,0.4769604221485505,Medium Risk
62,248,5,12484,0,38,5,12484,2496.8,22,2.0,248,1,0.4,0.4903526127035627,Medium Risk
63,702,2,1630,0,29,2,1630,815.0,5,1.0,702,0,0.5,0.4621176892943442,Medium Risk
64,161,2,4970,0,41,2,4970,2485.0,8,0.0,161,0,0.0,0.4643647406419315,Medium Risk
65,167,6,14844,1,51,6,14844,2474.0,18,3.0,167,0,0.5,0.4775099036343005,Medium Risk
66,89,5,11419,0,20,5,11419,2283.8,12,2.0,89,0,0.4,0.5318980445969668,Medium Risk
67,1,10,26885,1,34,10,26885,2688.5,33,3.0,1,0,0.3,0.4464810747902213,Medium Risk
68,424,8,24392,1,43,8,24392,3049.0,23,4.0,424,0,0.5,0.4941392496941151,Medium Risk
69,313,6,14878,1,28,6,14878,2479.6666666666665,21,1.0,313,0,0.1666666666666666,0.4753184195340442,Medium Risk
70,75,7,16339,1,45,7,16339,2334.1428571428573,21,3.0,75,0,0.4285714285714285,0.4950181489797511,Medium Risk
71,63,7,29547,1,54,7,29547,4221.0,18,0.0,63,1,0.0,0.4023603717362355,Medium Risk
72,107,3,4248,0,52,3,4248,1416.0,12,1.0,107,0,0.3333333333333333,0.4937312676072602,Medium Risk
73,71,6,19807,1,40,6,19807,3301.1666666666665,22,2.0,71,0,0.3333333333333333,0.481622333275342,Medium Risk
74,516,3,6452,0,66,3,6452,2150.6666666666665,11,1.0,516,1,0.3333333333333333,0.4962483516526418,Medium Risk
75,127,5,9502,0,46,5,9502,1900.4,16,2.0,127,0,0.4,0.4919686821169416,Medium Risk
76,104,4,5934,0,49,4,5934,1483.5,12,1.0,104,0,0.25,0.486905610588997,Medium Risk
77,209,5,11725,0,65,5,11725,2345.0,14,1.0,209,1,0.2,0.4859558431989336,Medium Risk
78,158,5,13720,1,23,5,13720,2744.0,18,3.0,158,0,0.6,0.4788018294768698,Medium Risk
79,33,6,9338,1,41,6,9338,1556.3333333333333,20,3.0,33,0,0.5,0.4843325441214851,Medium Risk
80,889,3,3614,0,44,3,3614,1204.6666666666667,12,1.0,889,1,0.3333333333333333,0.4908035576000263,Medium Risk
81,358,8,26059,1,18,8,26059,3257.375,26,1.0,358,1,0.125,0.560994870789082,Medium Risk
82,43,7,25574,1,56,7,25574,3653.428571428572,19,4.0,43,0,0.5714285714285714,0.4698442282658658,Medium Risk
83,241,4,7945,0,29,4,7945,1986.25,8,0.0,241,0,0.0,0.4863669152756156,Medium Risk
84,1072,2,3246,0,69,2,3246,1623.0,7,0.0,1072,1,0.0,0.4830504389689944,Medium Risk
85,263,6,13092,1,31,6,13092,2182.0,23,2.0,263,0,0.3333333333333333,0.4849076847682916,Medium Risk
86,74,6,16526,1,40,6,16526,2754.333333333333,21,1.0,74,0,0.1666666666666666,0.4882514562742929,Medium Risk
87,302,2,7101,0,53,2,7101,3550.5,10,1.0,302,1,0.5,0.5279292417682234,Medium Risk
88,348,2,5756,0,49,2,5756,2878.0,7,1.0,348,0,0.5,0.5040091508317378,Medium Risk
89,357,6,10085,0,38,6,10085,1680.8333333333333,21,4.0,357,0,0.6666666666666666,0.4728190544180246,Medium Risk
90,13,5,14717,1,65,5,14717,2943.4,11,2.0,13,0,0.4,0.4976366559559197,Medium Risk
91,2,7,18782,1,21,7,18782,2683.1428571428573,22,4.0,2,0,0.5714285714285714,0.4673797205067475,Medium Risk
92,76,5,14002,1,43,5,14002,2800.4,16,3.0,76,0,0.6,0.4854477629276137,Medium Risk
93,316,4,6174,0,49,4,6174,1543.5,14,2.0,316,0,0.5,0.501757075918858,Medium Risk
94,75,6,15746,1,60,6,15746,2624.333333333333,14,2.0,75,1,0.3333333333333333,0.484912150673826,Medium Risk
95,9,7,15109,1,60,7,15109,2158.428571428572,15,2.0,9,0,0.2857142857142857,0.480958606280687,Medium Risk
96,91,6,21417,1,63,6,21417,3569.5,17,3.0,91,0,0.5,0.4772212273670972,Medium Risk
97,175,5,12436,0,54,5,12436,2487.2,15,0.0,175,0,0.0,0.4825276527268342,Medium Risk
98,167,6,13920,1,20,6,13920,2320.0,24,3.0,167,0,0.5,0.4735729159248103,Medium Risk
99,83,9,27864,1,35,9,27864,3096.0,23,1.0,83,0,0.1111111111111111,0.4304708061928768,Medium Risk
100,40,3,9175,0,42,3,9175,3058.333333333333,7,2.0,40,0,0.6666666666666666,0.5214608544404085,Medium Risk
101,203,5,8932,0,65,5,8932,1786.4,15,1.0,203,1,0.2,0.4998966483932222,Medium Risk
102,675,5,8200,0,18,5,8200,1640.0,12,2.0,675,1,0.4,0.5422967083268124,Medium Risk
103,487,6,15288,1,20,6,15288,2548.0,23,2.0,487,0,0.3333333333333333,0.4621714264205285,Medium Risk
104,850,4,8740,0,70,4,8740,2185.0,12,3.0,850,0,0.75,0.4447906686953869,Medium Risk
105,90,5,14282,1,32,5,14282,2856.4,15,1.0,90,1,0.2,0.481920770310947,Medium Risk
106,8,6,25190,1,59,6,25190,4198.333333333333,19,3.0,8,0,0.5,0.4458184824132016,Medium Risk
107,248,5,11656,0,18,5,11656,2331.2,17,1.0,248,0,0.2,0.4973154989154587,Medium Risk
108,10,6,19997,1,32,6,19997,3332.833333333333,20,1.0,10,0,0.1666666666666666,0.4879879902878029,Medium Risk
109,57,5,13786,1,27,5,13786,2757.2,17,3.0,57,0,0.6,0.4792008942074279,Medium Risk
110,257,6,20022,1,52,6,20022,3337.0,20,2.0,257,0,0.3333333333333333,0.4782919799507717,Medium Risk
111,324,5,16366,1,26,5,16366,3273.2,9,2.0,324,0,0.4,0.479853823539319,Medium Risk
112,339,6,9670,0,44,6,9670,1611.6666666666667,24,3.0,339,0,0.5,0.4866405411067374,Medium Risk
113,90,7,19076,1,36,7,19076,2725.1428571428573,26,5.0,90,0,0.7142857142857143,0.4842158344380936,Medium Risk
114,334,4,11741,0,39,4,11741,2935.25,8,1.0,334,0,0.25,0.5021103982891802,Medium Risk
115,988,5,10746,0,25,5,10746,2149.2,21,2.0,988,0,0.4,0.3932089027297909,Medium Risk
116,768,5,15076,0,37,5,15076,3015.2,11,3.0,768,0,0.6,0.4738566994335931,Medium Risk
117,621,4,15312,0,63,4,15312,3828.0,12,4.0,621,0,1.0,0.4695668244386704,Medium Risk
118,92,7,18827,1,62,7,18827,2689.5714285714284,30,3.0,92,0,0.4285714285714285,0.4917564814376689,Medium Risk
119,20,7,21299,1,55,7,21299,3042.714285714286,28,3.0,20,0,0.4285714285714285,0.4838173057608672,Medium Risk
120,298,5,12304,0,41,5,12304,2460.8,18,2.0,298,0,0.4,0.4819830403486089,Medium Risk
121,714,4,11953,0,34,4,11953,2988.25,8,3.0,714,0,0.75,0.4641999982587856,Medium Risk
122,152,7,16164,1,41,7,16164,2309.1428571428573,20,4.0,152,0,0.5714285714285714,0.4919347430967732,Medium Risk
123,47,10,22880,1,41,10,22880,2288.0,24,7.0,47,0,0.7,0.4703863884673694,Medium Risk
124,35,2,7455,0,23,2,7455,3727.5,7,0.0,35,1,0.0,0.5050752420926381,Medium Risk
125,78,2,4708,0,34,2,4708,2354.0,4,1.0,78,1,0.5,0.5037859939449247,Medium Risk
126,260,2,7596,0,56,2,7596,3798.0,10,1.0,260,0,0.5,0.5115938941099039,Medium Risk
127,316,3,9338,0,68,3,9338,3112.6666666666665,10,1.0,316,0,0.3333333333333333,0.5004540163154078,Medium Risk
128,137,8,20798,1,35,8,20798,2599.75,25,2.0,137,0,0.25,0.4947872226701764,Medium Risk
129,402,6,13211,0,42,6,13211,2201.833333333333,17,3.0,402,1,0.5,0.4666028057650477,Medium Risk
130,45,5,17654,1,51,5,17654,3530.8,14,2.0,45,0,0.4,0.5067846418758821,Medium Risk
131,150,8,28943,1,29,8,28943,3617.875,26,4.0,150,0,0.5,0.5172422047152156,Medium Risk
132,266,6,16192,1,20,6,16192,2698.6666666666665,24,2.0,266,0,0.3333333333333333,0.4857336473233088,Medium Risk
133,27,3,9589,0,42,3,9589,3196.333333333333,5,2.0,27,1,0.6666666666666666,0.5386568202920755,Medium Risk
134,210,4,8393,0,59,4,8393,2098.25,9,0.0,210,1,0.0,0.480848906256929,Medium Risk
135,208,7,18851,1,48,7,18851,2693.0,20,1.0,208,0,0.1428571428571428,0.4861510621599736,Medium Risk
136,546,8,23349,1,20,8,23349,2918.625,27,2.0,546,0,0.25,0.4754109042548902,Medium Risk
137,213,3,9580,0,45,3,9580,3193.333333333333,13,1.0,213,0,0.3333333333333333,0.5051433157913089,Medium Risk
138,126,3,8202,0,35,3,8202,2734.0,9,3.0,126,1,1.0,0.5042152524737387,Medium Risk
139,212,3,5736,0,59,3,5736,1912.0,11,1.0,212,0,0.3333333333333333,0.4967511944812055,Medium Risk
140,64,4,14314,0,46,4,14314,3578.5,13,1.0,64,0,0.25,0.5050567617182357,Medium Risk
141,22,4,11676,0,58,4,11676,2919.0,14,1.0,22,0,0.25,0.5073145473319292,Medium Risk
142,108,3,10435,0,31,3,10435,3478.333333333333,13,2.0,108,0,0.6666666666666666,0.5123958751086447,Medium Risk
143,126,10,28052,1,42,10,28052,2805.2,35,3.0,126,0,0.3,0.4464882882645712,Medium Risk
144,231,5,13207,0,57,5,13207,2641.4,18,2.0,231,0,0.4,0.4845059018848243,Medium Risk
145,37,9,29550,1,26,9,29550,3283.333333333333,29,4.0,37,0,0.4444444444444444,0.484387243174093,Medium Risk
146,285,4,14791,0,52,4,14791,3697.75,12,2.0,285,0,0.5,0.5053755629623503,Medium Risk
147,481,3,10811,0,70,3,10811,3603.6666666666665,10,0.0,481,0,0.0,0.4533513530587034,Medium Risk
148,203,6,15591,1,64,6,15591,2598.5,22,2.0,203,1,0.3333333333333333,0.4982770270075247,Medium Risk
149,389,6,17933,1,65,6,17933,2988.833333333333,25,2.0,389,0,0.3333333333333333,0.4952597382027748,Medium Risk
150,214,4,12774,0,37,4,12774,3193.5,14,2.0,214,0,0.5,0.5047281454839204,Medium Risk
151,494,5,14501,0,28,5,14501,2900.2,17,1.0,494,1,0.2,0.4834116902451984,Medium Risk
152,56,4,10468,0,47,4,10468,2617.0,14,1.0,56,0,0.25,0.5026506428482016,Medium Risk
153,246,3,6623,0,33,3,6623,2207.6666666666665,8,1.0,246,0,0.3333333333333333,0.4856592769617471,Medium Risk
154,101,9,25380,1,45,9,25380,2820.0,22,4.0,101,0,0.4444444444444444,0.5048817052438564,Medium Risk
155,168,5,12642,0,29,5,12642,2528.4,17,1.0,168,0,0.2,0.4906933229590345,Medium Risk
156,38,9,22874,1,20,9,22874,2541.555555555556,24,5.0,38,0,0.5555555555555556,0.5042135413238169,Medium Risk
157,41,3,6157,0,50,3,6157,2052.333333333333,7,0.0,41,0,0.0,0.4929092824544993,Medium Risk
158,130,5,16971,1,58,5,16971,3394.2,14,3.0,130,1,0.6,0.4985188519913033,Medium Risk
159,40,4,12853,0,24,4,12853,3213.25,15,3.0,40,0,0.75,0.5287622845498899,Medium Risk
160,81,4,15370,1,58,4,15370,3842.5,10,1.0,81,0,0.25,0.4890583198963107,Medium Risk
161,59,6,9306,1,28,6,9306,1551.0,21,2.0,59,1,0.3333333333333333,0.4995591694917357,Medium Risk
162,146,5,15101,1,29,5,15101,3020.2,16,2.0,146,1,0.4,0.4914117046670147,Medium Risk
163,215,5,15047,1,69,5,15047,3009.4,16,1.0,215,0,0.2,0.4870756721839548,Medium Risk
164,56,8,29989,1,37,8,29989,3748.625,19,4.0,56,1,0.5,0.5554531618336463,Medium Risk
165,268,3,6881,0,60,3,6881,2293.6666666666665,9,1.0,268,0,0.3333333333333333,0.4866616296549317,Medium Risk
166,243,3,7591,0,68,3,7591,2530.333333333333,8,0.0,243,0,0.0,0.4742673485298243,Medium Risk
167,25,7,22147,1,36,7,22147,3163.8571428571427,23,3.0,25,0,0.4285714285714285,0.4770623539411658,Medium Risk
168,212,7,14442,1,49,7,14442,2063.1428571428573,24,1.0,212,1,0.1428571428571428,0.5041368174593533,Medium Risk
169,208,3,3803,0,49,3,3803,1267.6666666666667,12,0.0,208,0,0.0,0.4557794028413826,Medium Risk
170,924,2,5426,0,41,2,5426,2713.0,6,1.0,924,0,0.5,0.5015336653502586,Medium Risk
171,314,4,10992,0,21,4,10992,2748.0,10,3.0,314,1,0.75,0.5412422351912088,Medium Risk
172,16,7,13223,1,21,7,13223,1889.0,17,0.0,16,1,0.0,0.5060458537587422,Medium Risk
173,107,5,13744,1,41,5,13744,2748.8,9,2.0,107,0,0.4,0.4758152829050319,Medium Risk
174,78,7,18810,1,47,7,18810,2687.1428571428573,20,4.0,78,0,0.5714285714285714,0.488116059254062,Medium Risk
175,24,10,25850,1,50,10,25850,2585.0,26,5.0,24,0,0.5,0.4966183461309176,Medium Risk
176,573,4,10131,0,58,4,10131,2532.75,10,2.0,573,0,0.5,0.4895993367322678,Medium Risk
177,189,3,9008,0,20,3,9008,3002.6666666666665,8,1.0,189,0,0.3333333333333333,0.5204081550417528,Medium Risk
178,241,5,10246,0,49,5,10246,2049.2,13,3.0,241,0,0.6,0.4888967404301316,Medium Risk
179,159,6,21133,1,67,6,21133,3522.1666666666665,18,2.0,159,0,0.3333333333333333,0.4860248976508824,Medium Risk
180,339,5,17410,1,69,5,17410,3482.0,12,2.0,339,0,0.4,0.4913580509529865,Medium Risk
181,272,3,8615,0,57,3,8615,2871.6666666666665,8,1.0,272,0,0.3333333333333333,0.4970700163372735,Medium Risk
182,107,5,16849,1,61,5,16849,3369.8,15,3.0,107,1,0.6,0.5041977425978044,Medium Risk
183,186,9,18355,1,52,9,18355,2039.4444444444443,23,6.0,186,0,0.6666666666666666,0.4992470342966776,Medium Risk
184,119,7,19182,1,55,7,19182,2740.285714285714,13,1.0,119,0,0.1428571428571428,0.4752446878374093,Medium Risk
185,13,5,18565,1,70,5,18565,3713.0,16,2.0,13,1,0.4,0.4731741613569072,Medium Risk
186,250,7,21730,1,55,7,21730,3104.285714285714,22,3.0,250,0,0.4285714285714285,0.4841112619240831,Medium Risk
187,105,5,10239,0,51,5,10239,2047.8,18,1.0,105,0,0.2,0.4838610264998846,Medium Risk
188,27,5,14101,1,70,5,14101,2820.2,16,3.0,27,0,0.6,0.4993608038203927,Medium Risk
189,258,3,10520,0,45,3,10520,3506.6666666666665,9,0.0,258,0,0.0,0.5024066679680177,Medium Risk
190,182,7,21718,1,65,7,21718,3102.5714285714284,25,4.0,182,0,0.5714285714285714,0.4934936990230841,Medium Risk
191,126,3,7322,0,36,3,7322,2440.6666666666665,12,1.0,126,0,0.3333333333333333,0.497393460736346,Medium Risk
192,503,4,15844,0,48,4,15844,3961.0,14,0.0,503,1,0.0,0.4988365492296611,Medium Risk
193,360,2,2732,0,68,2,2732,1366.0,3,0.0,360,1,0.0,0.5235261553006861,Medium Risk
194,314,5,14236,0,29,5,14236,2847.2,10,4.0,314,0,0.8,0.491345432892245,Medium Risk
195,194,4,11254,0,41,4,11254,2813.5,15,1.0,194,0,0.25,0.5067031542919037,Medium Risk
196,525,5,12081,0,46,5,12081,2416.2,13,4.0,525,0,0.8,0.4945534230540819,Medium Risk
197,308,5,16963,1,31,5,16963,3392.6,12,3.0,308,0,0.6,0.483776228944027,Medium Risk
198,11,4,11621,0,35,4,11621,2905.25,12,3.0,11,0,0.75,0.5176392421260488,Medium Risk
199,22,5,14745,1,37,5,14745,2949.0,11,3.0,22,0,0.6,0.5121399162160898,Medium Risk
200,69,3,7781,0,26,3,7781,2593.6666666666665,11,1.0,69,0,0.3333333333333333,0.5051960383392785,Medium Risk
201,456,3,9158,0,31,3,9158,3052.6666666666665,10,0.0,456,0,0.0,0.4985074082336136,Medium Risk
202,295,5,11379,0,29,5,11379,2275.8,15,3.0,295,0,0.6,0.4944680932093354,Medium Risk
203,155,7,17494,1,57,7,17494,2499.1428571428573,24,3.0,155,0,0.4285714285714285,0.4891981503878728,Medium Risk
204,83,4,7435,0,40,4,7435,1858.75,10,4.0,83,0,1.0,0.4299811082768548,Medium Risk
205,328,3,7931,0,51,3,7931,2643.6666666666665,6,1.0,328,0,0.3333333333333333,0.5004950884302449,Medium Risk
206,90,9,33113,1,64,9,33113,3679.222222222222,28,5.0,90,1,0.5555555555555556,0.4812908768266428,Medium Risk
207,248,2,8113,0,29,2,8113,4056.5,2,2.0,248,0,1.0,0.4485833444464722,Medium Risk
208,699,5,12090,0,42,5,12090,2418.0,10,2.0,699,0,0.4,0.4716341677281325,Medium Risk
209,86,4,9495,0,45,4,9495,2373.75,11,0.0,86,0,0.0,0.4680460807348164,Medium Risk
210,205,3,10271,0,34,3,10271,3423.6666666666665,9,1.0,205,0,0.3333333333333333,0.5133724763751438,Medium Risk
211,545,4,7402,0,27,4,7402,1850.5,12,1.0,545,0,0.25,0.485602191422171,Medium Risk
212,90,3,9094,0,42,3,9094,3031.333333333333,6,0.0,90,0,0.0,0.5042632033062535,Medium Risk
213,972,2,4257,0,59,2,4257,2128.5,6,2.0,972,0,1.0,0.4722744330504978,Medium Risk
214,83,6,20552,1,47,6,20552,3425.333333333333,18,2.0,83,0,0.3333333333333333,0.476787881422349,Medium Risk
215,60,3,5751,0,52,3,5751,1917.0,8,1.0,60,0,0.3333333333333333,0.4932885401167183,Medium Risk
216,10,8,26378,1,57,8,26378,3297.25,18,4.0,10,0,0.5,0.4853178817636466,Medium Risk
217,134,7,21199,1,28,7,21199,3028.428571428572,16,3.0,134,0,0.4285714285714285,0.481548520611826,Medium Risk
218,185,3,10551,0,23,3,10551,3517.0,12,2.0,185,0,0.6666666666666666,0.512296346510577,Medium Risk
219,360,4,6719,0,25,4,6719,1679.75,7,1.0,360,0,0.25,0.4775404718979433,Medium Risk
220,356,4,7900,0,67,4,7900,1975.0,9,2.0,356,0,0.5,0.4930532072466848,Medium Risk
221,530,1,1682,0,18,1,1682,1682.0,2,0.0,530,0,0.0,0.452450822423374,Medium Risk
222,1166,1,1858,0,47,1,1858,1858.0,2,0.0,1166,0,0.0,0.3242871288032421,Medium Risk
223,101,7,12526,1,23,7,12526,1789.428571428571,25,0.0,101,0,0.0,0.4190454615649338,Medium Risk
224,574,3,7708,0,41,3,7708,2569.333333333333,4,1.0,574,0,0.3333333333333333,0.4927720438004527,Medium Risk
225,170,9,27373,1,44,9,27373,3041.4444444444443,28,2.0,170,0,0.2222222222222222,0.4829290061221039,Medium Risk
226,792,2,7801,0,49,2,7801,3900.5,2,1.0,792,0,0.5,0.4830631915086197,Medium Risk
227,138,5,15893,1,18,5,15893,3178.6,15,4.0,138,0,0.8,0.4422279936335699,Medium Risk
228,1344,1,4391,0,22,1,4391,4391.0,5,0.0,1344,0,0.0,0.4404004384283972,Medium Risk
229,294,4,8695,0,19,4,8695,2173.75,10,2.0,294,1,0.5,0.5276735770176664,Medium Risk
230,172,3,3628,0,27,3,3628,1209.3333333333333,4,2.0,172,0,0.6666666666666666,0.4912804648403555,Medium Risk
231,24,4,13780,0,61,4,13780,3445.0,12,2.0,24,0,0.5,0.5334711203291156,Medium Risk
232,429,2,8430,0,24,2,8430,4215.0,7,1.0,429,1,0.5,0.5075068317202466,Medium Risk
233,504,4,9134,0,36,4,9134,2283.5,10,1.0,504,0,0.25,0.4938735404481301,Medium Risk
234,32,4,7162,0,64,4,7162,1790.5,13,3.0,32,0,0.75,0.488560487182135,Medium Risk
235,859,5,16282,0,20,5,16282,3256.4,17,1.0,859,0,0.2,0.4840784962535315,Medium Risk
236,92,7,18070,1,23,7,18070,2581.428571428572,22,0.0,92,0,0.0,0.4302085308465557,Medium Risk
237,684,6,16232,0,36,6,16232,2705.333333333333,20,2.0,684,1,0.3333333333333333,0.4778626032541895,Medium Risk
238,402,4,11713,0,40,4,11713,2928.25,10,1.0,402,1,0.25,0.5098693139146818,Medium Risk
239,2,9,16179,1,28,9,16179,1797.6666666666667,17,4.0,2,0,0.4444444444444444,0.4247876485578595,Medium Risk
240,89,7,27504,1,35,7,27504,3929.142857142857,25,3.0,89,0,0.4285714285714285,0.4688825890900522,Medium Risk
241,3,3,8512,0,41,3,8512,2837.333333333333,10,2.0,3,0,0.6666666666666666,0.4823722640125564,Medium Risk
242,311,6,18077,1,20,6,18077,3012.833333333333,15,3.0,311,0,0.5,0.520327596906032,Medium Risk
243,19,7,19425,1,30,7,19425,2775.0,23,4.0,19,1,0.5714285714285714,0.4886939768086704,Medium Risk
244,416,2,4855,0,19,2,4855,2427.5,9,1.0,416,0,0.5,0.5102044605298027,Medium Risk
245,322,5,16285,1,28,5,16285,3257.0,14,2.0,322,0,0.4,0.4836231385191983,Medium Risk
246,213,7,16653,1,33,7,16653,2379.0,15,3.0,213,0,0.4285714285714285,0.4829516959180556,Medium Risk
247,439,3,3410,0,70,3,3410,1136.6666666666667,9,1.0,439,0,0.3333333333333333,0.4829756835159944,Medium Risk
