customer_id,recency,frequency,monetary,cluster
551,495,3,8382,0
552,24,7,16845,1
553,11,4,12928,0
554,224,6,16469,1
555,252,6,14484,1
556,432,6,18814,1
557,874,6,17038,0
558,25,4,8260,0
559,290,6,20041,1
560,578,5,14385,0
561,44,3,3412,0
562,95,7,24604,1
563,49,6,14702,1
564,392,2,5891,0
565,135,7,18806,1
566,297,6,14667,1
567,148,7,19590,1
568,143,4,10583,0
569,45,7,15714,1
570,765,1,1611,0
571,356,4,12391,0
572,18,6,15086,1
573,132,4,11197,0
574,331,3,13041,0
575,74,5,8114,0
576,41,7,21768,1
577,389,5,14374,0
578,319,2,6048,0
579,701,1,1972,0
580,659,3,7239,0
581,162,4,12305,0
582,114,4,12122,0
583,428,5,11176,0
584,275,5,15366,1
585,211,7,18418,1
586,129,7,18681,1
587,7,7,20708,1
588,4,7,24049,1
589,592,6,15198,0
590,265,4,12147,0
591,46,3,5945,0
592,293,9,21753,1
593,221,5,9481,0
594,33,4,7259,0
595,304,6,17590,1
596,464,6,13237,0
597,19,4,11588,0
598,465,1,1931,0
599,96,10,19970,1
600,398,3,7589,0
601,25,7,14055,1
602,36,4,14620,1
603,229,5,12460,0
604,173,5,10300,0
605,47,3,12634,0
606,66,7,16901,1
607,49,4,12417,0
608,414,8,25576,1
609,164,9,26548,1
610,668,3,10608,0
611,349,3,9053,0
612,288,6,13955,1
613,911,3,11027,0
614,60,8,16224,1
615,288,5,16233,1
616,60,9,28085,1
617,141,3,3946,0
618,87,9,18462,1
619,332,2,6692,0
620,92,7,22270,1
621,139,3,4154,0
622,750,2,4168,0
623,245,9,27963,1
624,71,7,18808,1
625,1076,1,4902,0
626,596,5,20327,1
627,271,3,13156,0
628,519,4,5082,0
629,218,7,25069,1
630,49,6,17673,1
631,194,5,13659,0
632,112,7,28428,1
633,181,3,6804,0
634,138,7,24909,1
635,24,5,17728,1
636,125,2,8302,0
637,177,6,12047,1
638,89,8,19958,1
639,175,5,14929,1
640,107,5,10279,0
641,129,2,2561,0
642,291,4,9529,0
643,375,3,12007,0
644,1039,1,4751,0
645,228,8,18954,1
646,108,6,20521,1
647,1114,2,3587,0
648,211,7,15337,1
649,192,6,14469,1
650,344,6,10729,0
651,650,5,15328,0
652,297,6,15031,1
653,330,3,9551,0
654,280,2,4800,0
655,121,8,25437,1
656,32,9,22005,1
657,223,5,16242,1
658,417,2,840,0
659,104,4,6135,0
660,276,7,23905,1
661,289,2,5210,0
662,727,3,8603,0
663,112,5,13770,1
664,307,3,9660,0
665,95,9,27161,1
666,83,5,15221,1
667,276,5,10031,0
668,75,2,3466,0
669,991,5,10936,0
670,306,2,3408,0
671,104,7,23688,1
672,171,9,28593,1
673,7,7,19648,1
674,264,3,7108,0
675,214,4,9049,0
676,24,5,8071,0
677,92,8,25693,1
678,48,3,6874,0
679,109,2,5120,0
680,67,4,11816,0
681,50,7,27789,1
682,380,4,4945,0
683,82,4,12525,0
684,423,5,17075,0
685,154,5,14365,1
686,387,3,4810,0
687,82,4,10454,0
688,149,4,9355,0
689,396,8,29573,1
690,213,3,7570,0
691,111,2,2347,0
692,122,5,12350,0
694,85,3,11926,0
695,448,6,17661,1
696,71,6,14888,1
697,410,5,19100,1
698,292,2,7318,0
699,121,3,9545,0
700,87,4,8540,0
701,172,7,16421,1
702,106,5,14500,1
703,263,6,18206,1
704,156,3,5620,0
705,257,4,14378,0
706,140,5,14025,1
707,268,7,15401,1
708,42,6,12837,1
709,47,7,21354,1
710,66,1,5230,0
711,366,3,6950,0
712,127,2,4923,0
714,67,6,18342,1
715,165,7,27385,1
716,49,5,8478,0
717,75,2,1796,0
718,36,5,15248,1
720,392,7,11054,1
721,248,5,16957,1
722,28,7,21573,1
723,562,3,5415,0
724,277,2,8059,0
725,482,4,11622,0
726,113,7,13066,1
727,227,3,6286,0
728,312,4,11172,0
729,376,6,17141,1
730,95,4,11641,0
731,189,5,16120,1
732,172,6,13548,1
733,315,3,10976,0
734,576,2,3501,0
735,304,4,14963,0
736,15,8,28018,1
737,61,7,17250,1
738,222,4,14942,0
739,333,6,15713,1
740,105,7,19334,1
741,98,2,7366,0
742,333,3,7981,0
743,135,6,17035,1
744,96,6,18644,1
745,296,8,18565,1
746,152,6,10038,0
747,95,7,14802,1
748,334,3,3776,0
749,26,7,21954,1
750,233,6,16514,1
751,100,9,28890,1
752,308,5,17176,1
753,685,2,4878,0
754,823,3,12333,0
755,74,5,15715,1
756,91,2,7186,0
757,131,3,10855,0
758,164,6,8632,0
759,57,6,15196,1
760,253,10,23054,1
761,386,5,11994,0
762,309,4,16496,0
763,764,2,6005,0
764,33,4,13381,0
765,295,4,6032,0
766,142,3,8214,0
767,335,6,13768,1
768,56,8,26452,1
769,212,5,10346,0
770,242,3,9680,0
771,271,3,7350,0
772,181,3,11837,0
773,81,5,11550,0
774,274,5,11904,0
775,81,9,23432,1
776,114,8,16944,1
777,45,3,12895,0
778,207,7,11467,1
779,273,2,4005,0
780,119,8,17750,1
781,50,6,16968,1
782,2,6,16298,1
783,197,5,13961,1
784,403,3,10440,0
785,76,8,25417,1
786,3,8,24589,1
787,49,2,5128,0
788,661,4,7467,0
789,296,4,10406,0
790,70,5,15103,1
791,176,6,6810,0
792,427,4,7928,0
793,203,2,5754,0
794,231,4,11232,0
795,12,8,10911,1
796,598,3,5892,0
797,13,9,25481,1
798,1209,2,2846,0
799,106,9,28005,1
800,276,4,12996,0
801,107,7,18407,1
802,118,7,25912,1
803,170,6,23515,1
804,259,2,8115,0
805,565,7,15837,1
806,491,5,7580,0
807,353,7,19597,1
808,155,3,10030,0
809,21,15,45738,1
810,512,2,5385,0
811,75,6,16782,1
812,772,1,4067,0
813,349,4,11895,0
814,762,1,716,0
815,49,9,25303,1
816,177,4,12358,0
817,229,3,5603,0
818,116,8,19698,1
819,206,9,28483,1
820,181,4,12507,0
821,205,5,14629,1
822,303,7,15392,1
823,249,7,19311,1
824,327,5,10059,0
825,875,1,1075,0
826,287,9,25270,1
827,841,3,2867,0
828,186,2,6523,0
829,588,4,6202,0
830,101,6,13446,1
831,228,3,6077,0
832,92,6,19927,1
833,186,5,13457,0
834,79,8,22999,1
835,20,3,6324,0
836,364,6,22206,1
837,119,6,15500,1
838,40,4,10357,0
839,26,4,14578,1
840,342,2,7662,0
841,2,7,20495,1
842,13,6,14649,1
843,61,7,17739,1
844,8,8,26850,1
845,887,3,8145,0
846,309,4,10504,0
847,194,5,9236,0
848,766,4,8345,0
849,336,6,17088,1
850,194,4,13913,0
851,211,10,26702,1
852,3,2,4182,0
853,143,3,8330,0
854,471,6,10211,0
855,54,7,20140,1
856,490,1,4044,0
857,787,3,4725,0
858,430,3,6485,0
859,485,6,19889,1
860,15,8,13518,1
861,453,4,13116,0
862,91,2,1210,0
863,825,1,373,0
864,64,2,10309,0
865,30,8,26746,1
866,265,8,26278,1
867,104,5,15031,1
868,230,10,24373,1
869,236,9,28740,1
870,432,4,9208,0
871,151,4,7595,0
872,447,4,15511,0
873,176,10,25684,1
874,317,5,8605,0
875,42,5,13604,1
876,689,2,6425,0
877,276,7,20002,1
878,118,4,11743,0
879,585,4,6492,0
880,36,7,19993,1
881,124,2,4119,0
882,183,9,27305,1
883,156,5,14190,1
884,461,3,2260,0
885,87,8,17616,1
886,60,9,21608,1
887,307,5,13163,0
888,350,2,5013,0
889,781,2,8058,0
890,185,6,16498,1
891,264,4,4618,0
892,1247,1,2968,0
893,84,7,13801,1
894,280,4,7979,0
895,907,1,4123,0
896,112,9,25710,1
897,94,7,22362,1
898,84,8,23870,1
899,799,3,6014,0
900,376,8,28623,1
901,83,7,19116,1
902,48,8,23298,1
903,143,4,12510,0
904,100,8,25615,1
905,166,5,10780,0
906,1,12,27438,1
907,56,5,16527,1
908,27,5,5370,0
909,356,5,13751,0
910,135,8,22406,1
911,75,6,19651,1
912,9,4,4619,0
913,167,6,8629,0
914,341,7,20253,1
915,93,4,11525,0
916,270,10,19557,1
917,81,6,11000,1
918,165,5,18324,1
919,546,2,4043,0
920,100,5,10853,0
921,154,5,11403,0
922,208,3,13905,0
923,37,2,4077,0
924,328,7,22853,1
925,15,8,18806,1
926,150,2,5818,0
927,115,4,9248,0
928,72,8,22896,1
929,119,5,16315,1
930,100,3,3717,0
931,183,6,23997,1
932,246,5,13975,0
933,470,5,17579,0
934,95,6,16085,1
935,285,3,14577,0
936,147,4,12888,0
937,381,5,13344,0
938,254,5,12891,0
939,55,4,11606,0
940,354,4,13280,0
941,69,2,6210,0
942,52,3,5070,0
943,27,9,29325,1
944,138,6,18745,1
945,624,2,6562,0
946,44,6,9578,1
947,11,8,19791,1
948,61,9,18961,1
949,10,5,11131,1
950,513,1,4806,0
951,93,6,15351,1
952,918,3,7343,0
953,145,7,23228,1
954,521,5,16304,0
955,258,1,1351,0
956,622,3,9979,0
957,9,4,7095,0
958,742,4,15166,0
959,452,6,16385,1
960,385,1,4978,0
961,281,4,12179,0
962,145,6,17271,1
963,730,2,4057,0
964,10,4,14351,1
965,106,6,17354,1
966,300,4,11063,0
967,581,3,6324,0
968,499,5,12829,0
969,367,4,11246,0
970,285,6,16194,1
971,44,10,21880,1
972,95,3,7209,0
973,269,8,14402,1
974,188,8,14776,1
975,835,3,5591,0
976,468,2,5957,0
977,38,3,10784,0
978,682,3,5713,0
979,128,2,2602,0
980,40,8,26327,1
981,134,4,14590,0
982,54,6,19363,1
983,721,4,12034,0
984,586,4,6673,0
985,295,5,9789,0
986,70,6,20366,1
987,629,5,13273,0
988,621,4,9708,0
989,232,4,14134,0
990,207,6,16889,1
991,32,5,10303,0
992,1,4,8489,0
993,625,4,11572,0
994,205,7,23695,1
995,76,5,16820,1
996,94,3,9677,0
997,136,5,14385,1
998,734,1,3747,0
999,390,4,8809,0
1000,142,6,17700,1
1001,32,5,16072,1
1002,187,4,9033,0
1003,98,8,14308,1
1004,78,4,13219,0
1005,959,3,5527,0
1006,265,2,2948,0
1007,59,7,20008,1
1008,172,2,6236,0
1009,160,7,18320,1
1010,85,8,29339,1
1011,710,6,19582,1
1012,153,7,14974,1
1013,244,7,19860,1
1014,332,2,6682,0
1015,73,4,14717,0
1016,47,7,21129,1
1017,59,3,12087,0
1018,149,3,9412,0
1019,433,4,8403,0
1020,313,5,20042,1
1021,184,5,16256,1
1022,363,4,7651,0
1023,235,4,11162,0
1024,218,7,26216,1
1025,694,3,7359,0
1026,313,3,6083,0
1027,92,12,24980,1
1028,245,7,16592,1
1029,424,5,12509,0
1030,142,8,19973,1
1031,66,2,2651,0
1032,16,3,13426,0
1033,291,6,23261,1
1034,574,1,1407,0
1035,113,10,24396,1
1036,245,7,19350,1
1037,749,3,11701,0
1038,116,2,7274,0
1039,501,4,10005,0
1040,23,4,9215,0
1041,12,9,28895,1
1042,200,4,11041,0
1043,263,4,10056,0
1044,104,4,7305,0
1045,351,10,24840,1
1046,456,9,28390,1
1047,92,5,17128,1
1048,97,3,8978,0
1049,9,6,13472,1
1050,188,4,14684,0
1051,240,6,12006,1
1052,63,6,15528,1
1053,204,5,7767,0
1054,358,4,11466,0
1055,208,5,15187,1
1056,177,6,16616,1
1057,110,7,17374,1
1058,287,7,20946,1
1059,589,5,12194,0
1060,182,8,20932,1
1061,27,5,15451,1
1062,387,7,22645,1
1063,321,6,15335,1
1064,1232,1,2871,0
1065,93,4,16057,1
1066,326,3,6620,0
1067,38,5,10019,0
1068,55,4,13312,0
1069,149,6,10413,1
1070,72,7,16663,1
1071,28,6,16468,1
1072,43,3,3808,0
1073,529,3,11065,0
1074,491,2,2735,0
1075,571,2,7151,0
1076,311,6,19801,1
1077,121,6,14603,1
1078,193,11,24693,1
1079,466,3,8220,0
1080,159,5,14026,1
1081,484,5,9256,0
1082,704,4,11034,0
1083,418,5,10249,0
1084,43,3,5540,0
1085,317,4,14493,0
1086,166,4,12102,0
1087,104,3,3542,0
1088,391,4,7228,0
1089,65,7,17429,1
1090,170,4,11188,0
1091,91,6,22860,1
1092,416,2,9506,0
1093,263,4,13773,0
1094,526,5,16326,0
1095,439,5,7893,0
1096,252,3,7176,0
1097,122,7,20039,1
1098,58,6,19161,1
1099,14,6,15577,1
1100,9,5,9679,0
1101,924,6,15131,0
1102,413,7,21035,1
1103,728,3,6420,0
1104,502,8,20760,1
1105,143,4,11476,0
1106,442,5,14493,0
1107,69,6,15239,1
1108,353,7,15741,1
1109,174,7,21595,1
1110,18,3,7263,0
1111,29,8,21872,1
1112,895,2,4721,0
1113,87,4,10114,0
1114,386,5,14205,0
1115,234,7,11617,1
1116,394,4,9678,0
1117,112,2,5547,0
1118,278,4,9030,0
1119,295,6,19588,1
1120,254,9,25185,1
1121,213,8,23780,1
1122,215,6,9577,0
1123,363,10,23407,1
1124,969,2,5558,0
1125,157,9,23124,1
1126,43,8,17074,1
1127,125,1,3862,0
1128,566,4,12509,0
1129,469,5,13223,0
1130,282,7,13711,1
1131,136,6,16359,1
1132,218,4,11574,0
1133,25,8,25731,1
1134,27,5,13432,1
1135,76,4,9687,0
1136,142,8,22760,1
1137,35,6,21963,1
1138,135,3,10198,0
1139,8,6,18585,1
1140,71,7,23166,1
1141,41,4,10116,0
1142,551,4,10603,0
1143,509,7,18372,1
1144,197,1,4869,0
1145,554,1,4523,0
1146,99,7,19808,1
1147,298,2,2841,0
1148,21,6,20145,1
1149,88,3,6985,0
1150,303,6,17624,1
1151,45,6,10812,1
1152,115,6,14286,1
1153,120,4,14448,0
1154,137,5,14905,1
1155,225,10,31599,1
1156,111,6,12606,1
1157,214,5,10982,0
1158,285,3,7892,0
1159,91,3,8808,0
1160,64,2,5786,0
1161,417,9,24138,1
1162,555,2,1876,0
1163,207,5,16287,1
1164,373,7,15360,1
1165,38,4,12479,0
1166,1136,3,7993,0
1167,540,6,18460,1
1168,536,6,17610,1
1169,130,7,27659,1
1170,94,7,14593,1
1171,125,7,26394,1
1172,358,5,12459,0
1173,51,7,11907,1
1174,199,4,13636,0
1175,398,4,13028,0
1176,312,4,16115,0
1177,241,6,21465,1
1178,60,4,11278,0
1179,48,6,18135,1
1180,207,4,15232,0
1181,58,6,18428,1
1182,990,2,7842,0
1183,60,5,17407,1
1184,174,1,739,0
1185,77,6,20410,1
1186,271,4,11509,0
1187,1111,1,2970,0
1188,51,5,11691,1
1189,15,5,7678,0
1190,176,3,6817,0
1191,333,3,9459,0
1192,272,8,16489,1
1193,239,6,20437,1
1194,47,11,36741,1
1195,14,12,41980,1
1196,89,8,14642,1
1197,32,6,13217,1
1198,299,4,15225,0
1199,300,5,17035,1
1200,200,6,23427,1
1201,284,3,11106,0
1202,53,7,19684,1
1203,93,5,9048,0
1204,15,7,15053,1
1205,584,3,11265,0
1206,1138,3,10390,0
1207,193,4,15231,0
1208,113,2,7285,0
1209,397,5,16228,0
1210,148,2,5478,0
1211,125,5,18067,1
1212,267,1,2813,0
1213,194,8,23982,1
1214,313,8,24283,1
1215,1174,1,4083,0
1216,688,3,5618,0
1217,101,9,24356,1
1218,148,7,21869,1
1219,194,5,6587,0
1220,480,3,8788,0
1221,322,7,27289,1
1222,215,7,17456,1
1223,388,7,20726,1
1224,197,5,16220,1
1225,265,6,15186,1
1226,70,9,21736,1
1227,178,8,21753,1
1228,256,2,7433,0
1229,33,6,15690,1
1230,228,3,5418,0
1231,53,2,6290,0
1232,153,5,12785,0
1233,142,7,19764,1
1234,146,9,30321,1
1235,81,3,4387,0
1236,197,6,17201,1
1237,89,8,19182,1
1238,327,3,12237,0
1239,525,7,18348,1
1240,460,2,5353,0
1241,176,6,20171,1
1242,331,5,16088,1
1243,192,6,20451,1
1244,38,5,8888,0
1245,105,8,16688,1
1246,194,5,6015,0
1247,102,6,15686,1
1248,111,11,24932,1
1249,202,4,10027,0
1250,68,9,26033,1
